id,Booking_status,Probability
42216,1,0.63315505
42217,0,0.1653728
42218,0,0.032256715
42219,0,0.15777986
42220,0,0.46391165
42221,1,0.6750136
42222,0,0.4681779
42223,0,0.17560272
42224,1,0.8813317
42225,1,0.71520734
42226,1,0.8495183
42227,0,0.062136475
42228,1,0.5134929
42229,0,0.12045544
42230,0,0.3187635
42231,1,0.7133007
42232,1,0.88662916
42233,0,0.12112697
42234,1,0.8860551
42235,0,0.1797823
42236,0,0.059157036
42237,1,0.74886614
42238,0,0.34465757
42239,0,0.23539846
42240,1,0.9024012
42241,1,0.5632219
42242,0,0.12846677
42243,1,0.89195096
42244,0,0.2846166
42245,1,0.67763937
42246,1,0.89187443
42247,1,0.7738798
42248,0,0.47311693
42249,1,0.8482131
42250,0,0.47580388
42251,0,0.29277626
42252,1,0.77119046
42253,1,0.71214014
42254,0,0.09207076
42255,0,0.12534319
42256,1,0.6386901
42257,1,0.6610129
42258,0,0.30786037
42259,1,0.7213024
42260,1,0.7009418
42261,1,0.67249227
42262,1,0.82933843
42263,1,0.92385924
42264,0,0.10516928
42265,1,0.77701163
42266,0,0.03991537
42267,0,0.24861877
42268,1,0.7776023
42269,0,0.109702006
42270,1,0.8291806
42271,1,0.75308996
42272,0,0.10325412
42273,0,0.13480748
42274,1,0.79309124
42275,0,0.2850624
42276,0,0.18275864
42277,0,0.09570673
42278,0,0.042360943
42279,0,0.26290613
42280,0,0.36083174
42281,0,0.0023881372
42282,1,0.53657407
42283,0,0.09519737
42284,0,0.3928489
42285,0,0.048240196
42286,0,0.10025961
42287,1,0.72971463
42288,0,0.4038719
42289,1,0.6779491
42290,0,0.03973746
42291,1,0.8717676
42292,0,0.12084516
42293,1,0.78921753
42294,1,0.96280986
42295,0,0.2440942
42296,0,0.054763127
42297,0,0.23940246
42298,0,0.101520255
42299,1,0.810223
42300,0,0.30566823
42301,0,0.4975848
42302,0,0.27668855
42303,0,0.29616573
42304,0,0.15620984
42305,0,0.36409202
42306,0,0.2062015
42307,0,0.1013283
42308,0,0.28737625
42309,0,0.16407053
42310,0,0.41890272
42311,1,0.6403474
42312,0,0.11439749
42313,1,0.8804483
42314,1,0.6254366
42315,0,0.2481897
42316,1,0.62175363
42317,0,0.16569465
42318,0,0.43491876
42319,0,0.015135277
42320,0,0.352821
42321,1,0.51989526
42322,1,0.7869289
42323,0,0.052312247
42324,1,0.7080709
42325,0,0.05326278
42326,1,0.5853641
42327,0,0.04709208
42328,0,0.120317295
42329,0,0.043567892
42330,1,0.75260985
42331,0,0.473574
42332,1,0.5113422
42333,1,0.7031046
42334,0,0.030813372
42335,1,0.73597604
42336,0,0.111812875
42337,1,0.74667305
42338,0,0.318457
42339,0,0.014097606
42340,0,0.062414426
42341,1,0.6454725
42342,1,0.81500584
42343,0,0.42547625
42344,0,0.30898616
42345,0,0.027290909
42346,1,0.9725724
42347,1,0.7810828
42348,1,0.7287665
42349,0,0.07540238
42350,0,0.40523773
42351,0,0.085747845
42352,1,0.7587311
42353,1,0.7681182
42354,0,0.13110146
42355,0,0.20216562
42356,1,0.55685586
42357,0,0.001041133
42358,1,0.813068
42359,0,0.10574187
42360,1,0.79986846
42361,0,0.14356895
42362,1,0.67966026
42363,0,0.20997834
42364,0,0.28281704
42365,0,0.1947315
42366,0,0.2961173
42367,1,0.7080038
42368,0,0.42751268
42369,1,0.7932788
42370,0,0.432826
42371,0,0.059764367
42372,1,0.5503855
42373,1,0.8812509
42374,0,0.40863776
42375,0,0.3741239
42376,0,0.068965696
42377,1,0.8860854
42378,1,0.6168014
42379,0,0.122707196
42380,0,0.030741908
42381,1,0.5255438
42382,1,0.6222575
42383,1,0.9012644
42384,0,0.28766835
42385,0,0.010233803
42386,1,0.8584086
42387,1,0.6988311
42388,0,0.057743896
42389,0,0.020434486
42390,1,0.8157425
42391,0,0.24216783
42392,0,0.051561207
42393,0,0.20959908
42394,0,0.43550515
42395,1,0.5415375
42396,0,0.05319618
42397,1,0.9164038
42398,0,0.09061345
42399,1,0.80876637
42400,1,0.5829605
42401,0,0.35387796
42402,1,0.60274893
42403,0,0.4122436
42404,0,0.33182436
42405,0,0.34797096
42406,0,0.45704967
42407,0,0.160053
42408,0,0.21903999
42409,0,0.4272655
42410,1,0.58542424
42411,0,1.3904695e-11
42412,1,0.8521336
42413,1,0.6421043
42414,1,0.6882146
42415,0,0.23057367
42416,1,0.7944531
42417,0,0.19894923
42418,0,0.39223894
42419,0,0.30192062
42420,0,0.15784806
42421,0,0.05166718
42422,0,0.4178527
42423,1,0.703739
42424,1,0.7775187
42425,0,0.30720416
42426,1,0.50608593
42427,0,0.06313511
42428,0,0.3113156
42429,1,0.94905233
42430,1,0.5357086
42431,1,0.72308993
42432,1,0.8888848
42433,0,0.24600524
42434,0,4.556538e-05
42435,0,0.06997304
42436,0,0.49503654
42437,0,0.2225776
42438,0,0.34974325
42439,1,0.947583
42440,0,0.19323814
42441,1,0.8887001
42442,0,0.17217652
42443,0,0.26978925
42444,0,0.0636959
42445,0,0.061797343
42446,1,0.898513
42447,0,0.1423994
42448,0,0.053378325
42449,0,0.16623588
42450,0,0.25968987
42451,0,0.18441021
42452,0,0.02792013
42453,0,0.1468523
42454,0,0.15826893
42455,0,0.2932889
42456,0,0.30804196
42457,0,0.05341981
42458,0,0.46351704
42459,0,0.24438292
42460,1,0.6653408
42461,0,0.1335881
42462,1,0.67710716
42463,0,0.26979053
42464,1,0.65010804
42465,0,0.16603252
42466,1,0.72093564
42467,0,0.3052296
42468,0,0.32753485
42469,0,0.07164269
42470,0,0.19933717
42471,1,0.50557077
42472,0,0.4051942
42473,0,0.08571373
42474,1,0.5682493
42475,0,0.09026563
42476,0,0.0015489935
42477,0,0.4726394
42478,1,0.8365739
42479,1,0.7267548
42480,0,0.007529094
42481,0,0.2340812
42482,0,0.07082582
42483,0,0.39612308
42484,0,0.25774878
42485,0,0.0011273441
42486,1,0.74437386
42487,0,0.4730128
42488,0,0.0014970674
42489,0,0.21363524
42490,0,0.085100494
42491,1,0.74998254
42492,0,0.49352312
42493,0,0.2258939
42494,0,0.3506493
42495,0,0.49413154
42496,0,0.48610985
42497,0,0.019358147
42498,0,0.066335954
42499,0,0.0817338
42500,0,0.13980788
42501,0,0.465734
42502,0,0.49107173
42503,1,0.87994915
42504,0,0.050041392
42505,0,5.3404804e-08
42506,1,0.54670113
42507,0,0.017457208
42508,0,0.27440956
42509,0,0.29232043
42510,1,0.59637946
42511,0,0.43714115
42512,0,0.31244218
42513,0,0.017544545
42514,0,0.033950604
42515,1,0.6414004
42516,1,0.6123874
42517,1,0.50878805
42518,1,0.59091765
42519,0,0.3704158
42520,1,0.5851909
42521,0,0.021583693
42522,0,0.2785519
42523,0,0.4053382
42524,1,0.5251772
42525,1,0.7728126
42526,1,0.8039475
42527,1,0.50603336
42528,1,0.5794107
42529,0,0.10876056
42530,1,0.6897337
42531,1,0.8510869
42532,0,0.18994577
42533,0,0.48092285
42534,0,0.1490021
42535,1,0.8740984
42536,0,0.15706146
42537,0,0.11812944
42538,1,0.71428037
42539,0,0.32843736
42540,0,0.2797131
42541,0,0.23075798
42542,0,0.15489477
42543,0,0.47947994
42544,0,0.036687933
42545,1,0.7942372
42546,0,0.038650226
42547,0,0.38880193
42548,1,0.51797086
42549,0,0.24181409
42550,1,0.52157104
42551,1,0.8767902
42552,1,0.63534856
42553,0,0.008690721
42554,0,0.25791618
42555,0,0.35057962
42556,0,0.28308326
42557,1,0.562085
42558,0,0.3169532
42559,0,0.12041284
42560,0,0.296865
42561,1,0.6722206
42562,1,0.8345075
42563,1,0.700745
42564,0,0.45479527
42565,1,0.5409023
42566,1,0.94493836
42567,0,0.16586198
42568,0,0.027248457
42569,0,0.1844708
42570,0,0.45335445
42571,0,2.938691e-05
42572,0,0.45753393
42573,0,0.32960084
42574,1,0.5608551
42575,1,0.6355833
42576,0,0.2872776
42577,0,0.16814221
42578,0,0.029585363
42579,0,0.053173173
42580,0,1.1678668e-21
42581,1,0.880294
42582,0,0.089758426
42583,0,0.04198685
42584,0,0.035760332
42585,0,0.14622454
42586,0,4.9239276e-05
42587,1,0.7269776
42588,1,0.5503855
42589,1,0.6508674
42590,1,0.8481156
42591,0,0.15733898
42592,0,0.19924377
42593,0,0.41532984
42594,0,0.031337276
42595,0,0.42621678
42596,0,0.40823904
42597,0,0.118171856
42598,0,0.35897586
42599,0,0.3803685
42600,0,0.0011830922
42601,0,0.4117951
42602,1,0.62278533
42603,0,0.17343393
42604,1,0.830452
42605,1,0.533838
42606,1,0.7914595
42607,0,0.3628017
42608,0,0.24835655
42609,0,1.6942244e-05
42610,1,0.64370346
42611,1,0.7175133
42612,0,0.04788058
42613,0,0.08302154
42614,0,0.023607783
42615,0,0.29294986
42616,1,0.80956656
42617,0,0.43198812
42618,1,0.57880694
42619,0,0.25772294
42620,1,0.6872171
42621,1,0.6116173
42622,0,0.43834132
42623,1,0.6311323
42624,0,0.023031797
42625,0,0.16599707
42626,1,0.7835388
42627,1,0.69705164
42628,1,0.8265503
42629,1,0.6880096
42630,1,0.89141583
42631,0,0.30730096
42632,0,0.017372742
42633,0,0.06619053
42634,0,0.31752932
42635,0,0.08361498
42636,0,0.33723935
42637,1,0.52110606
42638,0,0.021938026
42639,1,0.6461189
42640,0,0.10109072
42641,0,0.07512413
42642,0,0.30068806
42643,0,0.2990537
42644,0,0.3937386
42645,1,0.63101476
42646,1,0.6949357
42647,0,0.07525979
42648,0,0.119787246
42649,0,0.26081952
42650,0,0.44697863
42651,0,0.18881704
42652,0,0.2765731
42653,0,0.24062642
42654,0,0.25149626
42655,0,0.033697724
42656,0,0.4806784
42657,1,0.6838888
42658,0,0.104742385
42659,0,0.36268225
42660,0,0.2484312
42661,0,0.19148591
42662,1,0.8015308
42663,0,0.04485197
42664,0,0.096492946
42665,0,0.3560888
42666,1,0.6081792
42667,0,0.143754
42668,0,0.070622
42669,1,0.7775746
42670,1,0.88671863
42671,0,0.27812952
42672,1,0.91985893
42673,0,0.29259658
42674,0,0.0042980346
42675,0,0.22932926
42676,0,0.41416374
42677,1,0.58934665
42678,0,0.12553109
42679,0,0.08572376
42680,0,0.34974366
42681,0,0.01832477
42682,1,0.67653877
42683,1,0.85914856
42684,0,0.0190502
42685,0,0.26375753
42686,0,0.14733835
42687,0,0.047288615
42688,1,0.5631428
42689,1,0.91636133
42690,0,0.27614984
42691,0,0.006382994
42692,0,0.051048793
42693,1,0.67212385
42694,0,0.104988374
42695,0,0.37218305
42696,1,0.56324136
42697,0,0.37724507
42698,0,0.22674404
42699,1,0.60278535
42700,0,0.36783156
42701,0,0.0034915393
42702,0,0.09121372
42703,0,0.17912374
42704,0,0.24633348
42705,0,0.029933106
42706,0,0.09743154
42707,0,0.029313521
42708,0,0.054401413
42709,0,0.0030799403
42710,1,0.5575158
42711,0,0.3898173
42712,1,0.64472955
42713,0,0.028495723
42714,0,0.1624735
42715,0,0.096680075
42716,1,0.68377
42717,0,0.036427088
42718,0,0.04195903
42719,0,0.03992539
42720,1,0.73059356
42721,1,0.7757079
42722,0,0.45525536
42723,0,0.30694225
42724,0,0.2608397
42725,0,0.0054364335
42726,0,0.1224959
42727,1,0.9296231
42728,0,0.11951873
42729,1,0.8476207
42730,0,0.44153756
42731,0,0.058620185
42732,1,0.883072
42733,1,0.7680153
42734,0,0.3080134
42735,0,0.21635701
42736,1,0.8027257
42737,0,0.4421005
42738,0,0.023204809
42739,0,0.2763597
42740,0,0.32924464
42741,1,0.7517223
42742,0,0.025760453
42743,1,0.7052107
42744,1,0.8213701
42745,1,0.7919865
42746,0,0.11799902
42747,1,0.6526891
42748,1,0.8533959
42749,1,0.51070213
42750,1,0.67830724
42751,0,0.10779723
42752,0,0.062467217
42753,0,0.44960517
42754,0,0.48133755
42755,1,0.7709292
42756,0,0.23310544
42757,0,0.06892593
42758,1,0.6927555
42759,0,0.46473467
42760,0,0.40204632
42761,0,0.06574256
42762,1,0.86296636
42763,0,0.17798178
42764,1,0.832897
42765,0,0.42621577
42766,0,0.038182747
42767,0,0.0030700574
42768,1,0.61519635
42769,0,0.18198444
42770,0,0.14057387
42771,1,0.83002454
42772,0,0.19021395
42773,1,0.5327466
42774,0,0.03639656
42775,0,0.0089543965
42776,0,0.06954742
42777,0,0.24106893
42778,0,0.35022342
42779,0,0.20692854
42780,0,0.0493192
42781,1,0.5026927
42782,0,0.049009796
42783,1,0.6271863
42784,1,0.59271353
42785,0,0.4808284
42786,0,1.149359e-18
42787,1,0.59777313
42788,1,0.51987493
42789,1,0.8702501
42790,0,0.23352082
42791,0,0.09365458
42792,0,0.14111789
42793,0,0.14693479
42794,0,0.18640918
42795,1,0.6898768
42796,1,0.82467294
42797,0,0.068991095
42798,1,0.5284405
42799,0,0.06463185
42800,1,0.62426066
42801,1,0.6854913
42802,0,0.1444419
42803,0,0.0980033
42804,0,0.12611338
42805,0,0.020527592
42806,1,0.6484953
42807,0,0.31953686
42808,0,0.0004436511
42809,0,0.15908793
42810,1,0.8541054
42811,1,0.76958466
42812,0,0.4555248
42813,1,0.74065024
42814,0,0.46244556
42815,0,0.09601078
42816,0,0.041258134
42817,1,0.5891072
42818,0,0.19114392
42819,0,0.23987667
42820,1,0.71200025
42821,0,0.022100853
42822,1,0.6218712
42823,1,0.7019102
42824,0,0.183902
42825,0,0.013009826
42826,1,0.88786435
42827,0,0.38628197
42828,1,0.6907214
42829,0,0.25107908
42830,1,0.6934175
42831,1,0.8731041
42832,0,0.13428806
42833,1,0.64772636
42834,0,0.15328717
42835,1,0.8662069
42836,0,0.3764201
42837,1,0.8410505
42838,0,0.023417247
42839,1,0.76816565
42840,0,0.022206565
42841,0,3.7904465e-05
42842,0,0.28164285
42843,1,0.8046743
42844,0,0.20967644
42845,0,0.080115184
42846,1,0.7692521
42847,0,0.31280243
42848,0,0.020068841
42849,0,0.097955085
42850,0,0.21135835
42851,1,0.59815097
42852,1,0.5333052
42853,1,0.83350044
42854,0,0.083237216
42855,0,0.022899648
42856,0,0.24107721
42857,1,0.87213266
42858,0,0.11785012
42859,0,0.022960579
42860,0,0.23815152
42861,0,0.060429916
42862,0,0.009788543
42863,0,0.0058732764
42864,1,0.8465748
42865,1,0.6420405
42866,0,0.271509
42867,0,0.21718137
42868,1,0.86129254
42869,0,0.049174607
42870,0,0.053302374
42871,1,0.8438114
42872,0,0.46606317
42873,0,0.15197937
42874,0,0.36431086
42875,1,0.59836626
42876,1,0.58917916
42877,0,0.22034217
42878,1,0.51218104
42879,0,0.26504165
42880,0,0.032635182
42881,0,0.014376795
42882,1,0.82744014
42883,1,0.6856623
42884,0,0.09084748
42885,1,0.7764278
42886,1,0.8541466
42887,0,0.24601723
42888,0,0.34477887
42889,1,0.80826485
42890,1,0.78200406
42891,0,0.34182793
42892,0,0.26121813
42893,0,0.10270608
42894,0,0.0331338
42895,0,0.45812452
42896,0,0.09670278
42897,0,0.43809134
42898,1,0.9383662
42899,0,0.18854956
42900,0,0.27206513
42901,1,0.70349777
42902,0,0.18852162
42903,1,0.570771
42904,1,0.6914728
42905,0,0.05241216
42906,0,0.26463422
42907,1,0.5394079
42908,1,0.827781
42909,0,0.37137583
42910,0,0.015544591
42911,1,0.8748516
42912,0,0.34616596
42913,0,0.25221577
42914,0,0.17325673
42915,1,0.5685315
42916,0,0.00082844263
42917,0,0.027362512
42918,0,0.1219631
42919,0,0.4695231
42920,0,0.31058773
42921,1,0.66558355
42922,1,0.7259429
42923,1,0.90774316
42924,1,0.663918
42925,1,0.57495093
42926,0,0.033161826
42927,0,0.073490664
42928,0,0.46500954
42929,0,0.045156907
42930,1,0.6944301
42931,0,0.35283437
42932,1,0.79812974
42933,0,0.06436287
42934,1,0.93705636
42935,0,0.36674997
42936,1,0.78060067
42937,1,0.7683479
42938,1,0.9075509
42939,0,0.25280583
42940,1,0.64766425
42941,1,0.51598895
42942,0,0.3220507
42943,1,0.8826369
42944,0,0.37749824
42945,1,0.6572698
42946,0,0.3073437
42947,0,0.09834325
42948,1,0.6030262
42949,0,0.07387612
42950,0,0.49067146
42951,0,0.20541014
42952,0,0.28484723
42953,1,0.80845857
42954,1,0.5270058
42955,1,0.8703076
42956,0,0.42048433
42957,1,0.61072224
42958,0,0.34736705
42959,0,0.3740148
42960,0,0.12755448
42961,0,0.4745297
42962,1,0.8935717
42963,0,0.20457599
42964,0,0.06735172
42965,0,0.0061416454
42966,1,0.7975645
42967,1,0.7494698
42968,0,0.02754006
42969,0,0.28978476
42970,0,0.10754263
42971,0,0.31554428
42972,1,0.7734459
42973,1,0.7424613
42974,0,0.05981471
42975,0,0.43572426
42976,0,0.23616213
42977,0,0.20143759
42978,1,0.70927304
42979,0,0.14223872
42980,0,0.46597278
42981,0,0.45452347
42982,0,0.25512263
42983,0,0.122879215
42984,0,0.45477188
42985,1,0.55405706
42986,0,0.39278632
42987,1,0.94632167
42988,0,0.07932634
42989,0,0.26768976
42990,1,0.6886393
42991,0,0.14406006
42992,0,0.064683184
42993,0,0.10298351
42994,1,0.5408004
42995,1,0.7904336
42996,0,0.2592929
42997,0,0.41563872
42998,1,0.8066439
42999,1,0.71432483
43000,0,0.33152863
43001,0,0.21251674
43002,0,0.29992783
43003,1,0.69285184
43004,1,0.7515293
43005,0,0.29520258
43006,1,0.73188365
43007,0,0.42374215
43008,0,0.22090225
43009,0,0.30083278
43010,1,0.68840873
43011,0,0.33828938
43012,1,0.538684
43013,0,0.39674503
43014,1,0.7144283
43015,0,0.2479469
43016,1,0.542244
43017,0,0.20448194
43018,0,0.12338059
43019,0,0.30449885
43020,1,0.79475516
43021,0,0.32759947
43022,0,0.44204837
43023,1,0.76977766
43024,0,0.16534989
43025,1,0.61114645
43026,1,0.6393076
43027,0,0.091260314
43028,0,0.19420873
43029,1,0.5770852
43030,0,0.34088287
43031,0,0.04143307
43032,0,0.02241229
43033,1,0.8240326
43034,0,0.2398641
43035,0,0.33894324
43036,0,0.04023401
43037,0,0.09418722
43038,1,0.58261997
43039,0,0.24814379
43040,0,0.28609347
43041,0,0.16042472
43042,0,2.4649457e-27
43043,1,0.81788677
43044,0,0.07549136
43045,0,0.16072063
43046,1,0.7817819
43047,0,0.22019607
43048,0,0.23234048
43049,0,0.21059304
43050,1,0.622138
43051,0,0.20355433
43052,0,0.024744814
43053,1,0.64201397
43054,0,0.19027592
43055,0,0.25055605
43056,0,0.32511252
43057,0,0.10947917
43058,1,0.83083844
43059,1,0.64610136
43060,0,0.0075718323
43061,0,0.0930052
43062,0,0.23848625
43063,1,0.66852534
43064,1,0.9025898
43065,1,0.5922588
43066,0,0.16859166
43067,0,0.26479846
43068,1,0.57036704
43069,0,0.048132632
43070,0,0.24205096
43071,0,0.00010865916
43072,0,0.0070553254
43073,0,0.28383657
43074,1,0.7162404
43075,0,0.24996613
43076,0,0.045751546
43077,0,0.4717219
43078,0,0.40913203
43079,1,0.56556404
43080,0,0.15139884
43081,0,0.14009933
43082,0,0.15546189
43083,0,0.1945661
43084,0,0.0015786266
43085,0,6.387328e-05
43086,0,0.04923875
43087,1,0.62922186
43088,0,0.22291641
43089,1,0.7849464
43090,0,0.48827177
43091,1,0.77567667
43092,0,0.0069343094
43093,1,0.9043756
43094,0,0.23624948
43095,0,0.010811649
43096,1,0.7096205
43097,0,0.09839791
43098,1,0.56638175
43099,1,0.5864508
43100,0,0.33719918
43101,0,0.33585876
43102,1,0.673849
43103,0,0.060243238
43104,0,0.071115114
43105,0,0.3611914
43106,1,0.61326
43107,1,0.66193086
43108,0,0.050161503
43109,0,0.29954445
43110,1,0.7418321
43111,0,0.4524707
43112,1,0.77447563
43113,0,0.28853923
43114,1,0.678739
43115,0,0.23238006
43116,1,0.55564296
43117,0,0.12394405
43118,0,0.17917718
43119,1,0.7027987
43120,1,0.872108
43121,0,0.13733153
43122,1,0.5570024
43123,1,0.5791723
43124,1,0.9594938
43125,1,0.74707544
43126,0,0.20023961
43127,1,0.5366847
43128,1,0.8918211
43129,0,0.47171962
43130,0,0.38232398
43131,1,0.502071
43132,0,0.36030713
43133,1,0.7828231
43134,1,0.5814802
43135,1,0.6006256
43136,0,0.29268622
43137,0,0.24754353
43138,0,0.04488682
43139,0,0.18645449
43140,0,0.19785349
43141,0,0.07716007
43142,1,0.8824396
43143,0,0.45375952
43144,1,0.6900056
43145,1,0.8280351
43146,0,0.054449916
43147,0,0.18223731
43148,1,0.77396053
43149,0,0.033683505
43150,0,0.45422012
43151,0,0.093568265
43152,0,0.03892428
43153,0,0.14233291
43154,0,0.14595443
43155,0,0.21546653
43156,0,0.054865986
43157,0,0.03659253
43158,1,0.63534856
43159,0,0.43053046
43160,1,0.8320791
43161,0,0.17270261
43162,0,0.29439676
43163,0,0.07078977
43164,0,0.035526413
43165,1,0.65758103
43166,0,0.027115092
43167,0,0.011107436
43168,0,0.0048374534
43169,1,0.6331962
43170,0,0.206136
43171,1,0.9023841
43172,1,0.9499929
43173,0,0.32888025
43174,1,0.9370044
43175,1,0.84801793
43176,0,0.27339858
43177,0,0.05814973
43178,0,0.04245836
43179,1,0.50549465
43180,1,0.7671805
43181,0,0.241589
43182,1,0.8597474
43183,0,0.0028189928
43184,0,0.2817352
43185,1,0.8774853
43186,0,2.600639e-07
43187,1,0.6777065
43188,1,0.55084884
43189,0,0.059474092
43190,0,0.2005921
43191,0,0.26216164
43192,1,0.58687913
43193,0,0.47223863
43194,0,0.49596417
43195,0,0.19038397
43196,0,0.41138738
43197,0,0.22705013
43198,1,0.69265187
43199,0,0.01482898
43200,0,0.33922023
43201,1,0.76380485
43202,0,0.03331872
43203,0,0.05720044
43204,0,0.37849084
43205,0,0.15017983
43206,1,0.74817175
43207,0,0.0031656858
43208,1,0.9047469
43209,0,0.108648755
43210,0,0.4710709
43211,1,0.69330955
43212,0,0.39226723
43213,1,0.5506914
43214,0,0.07913369
43215,0,0.19753921
43216,0,0.48930645
43217,0,0.076938584
43218,1,0.71472955
43219,0,0.0008870017
43220,0,0.46496198
43221,1,0.60126114
43222,0,0.21052517
43223,0,0.032599587
43224,0,0.117113575
43225,0,0.34536353
43226,1,0.75319546
43227,1,0.6481248
43228,0,0.22149532
43229,0,0.22157137
43230,0,3.1670956e-05
43231,1,0.54014623
43232,0,0.47168583
43233,0,0.21714336
43234,0,0.03758899
43235,0,0.00840662
43236,0,0.013984026
43237,0,0.23347361
43238,0,0.16483207
43239,0,0.09428215
43240,0,0.07435581
43241,0,0.29772326
43242,0,0.30552775
43243,0,0.42007434
43244,1,0.80948615
43245,0,0.46840486
43246,0,0.016109493
43247,0,0.29290694
43248,1,0.59520304
43249,1,0.78396404
43250,1,0.828908
43251,1,0.51532537
43252,1,0.8749335
43253,0,0.04705076
43254,1,0.7889704
43255,1,0.7060337
43256,1,0.8503196
43257,0,0.058680467
43258,1,0.81807446
43259,0,0.024338936
43260,1,0.84362304
43261,0,0.49235627
43262,0,0.089077644
43263,1,0.5857872
43264,0,0.4760645
43265,1,0.66418856
43266,1,0.68991655
43267,0,0.17969348
43268,0,0.064835235
43269,0,0.0005468482
43270,1,0.7152828
43271,0,0.19514725
43272,0,0.45212227
43273,1,0.8220071
43274,0,0.04248634
43275,0,0.44849092
43276,0,0.4848383
43277,0,0.4540507
43278,1,0.945226
43279,1,0.7675947
43280,0,0.2849225
43281,0,0.066508375
43282,0,0.28986362
43283,1,0.7545657
43284,0,0.08884243
43285,0,0.34830362
43286,0,0.442565
43287,1,0.5212547
43288,0,0.3109481
43289,1,0.71857214
43290,0,0.0053461534
43291,0,0.09360337
43292,0,0.1454429
43293,1,0.8334844
43294,0,0.40255114
43295,0,0.15287313
43296,1,0.7450378
43297,0,0.4811497
43298,0,0.07744507
43299,0,0.20913617
43300,0,0.11237949
43301,0,0.4473904
43302,0,0.38932493
43303,0,0.4065482
43304,0,0.41443557
43305,0,0.056932643
43306,1,0.890827
43307,0,0.0599953
43308,1,0.67188853
43309,1,0.8439612
43310,0,0.3410299
43311,0,0.2774732
43312,0,0.06605373
43313,1,0.81351125
43314,0,0.4546013
43315,1,0.86109203
43316,1,0.5747314
43317,0,0.23802015
43318,0,0.40311977
43319,0,0.24208073
43320,1,0.57985145
43321,1,0.7809934
43322,0,0.48316854
43323,1,0.90584457
43324,0,0.33353016
43325,0,0.36154664
43326,0,0.026370455
43327,1,0.68031186
43328,0,0.45137718
43329,0,0.287198
43330,0,0.32412934
43331,0,0.042696007
43332,1,0.90707004
43333,0,0.26605156
43334,0,0.4252768
43335,0,0.017856715
43336,0,0.010271035
43337,1,0.5657058
43338,0,0.4595158
43339,0,0.09193724
43340,0,0.08283891
43341,1,0.87916446
43342,1,0.7218913
43343,1,0.77061784
43344,0,0.18876185
43345,0,0.33500734
43346,1,0.7210405
43347,0,0.48238266
43348,1,0.9036416
43349,0,0.051010717
43350,0,0.15087995
43351,1,0.7484576
43352,1,0.65808773
43353,1,0.7588947
43354,1,0.7433286
43355,0,0.38240448
43356,0,5.2293544e-05
43357,1,0.83488345
43358,0,0.0036670414
43359,0,0.07769337
43360,0,0.3261185
43361,0,0.06356944
43362,0,0.097371794
43363,0,0.0951257
43364,0,0.22289737
43365,1,0.5142677
43366,1,0.7128898
